Place,Year,Month,Unemployment Rate
"Skagway Municipality, Alaska",2018,January,20.7
"Southeast Fairbanks Census Area, Alaska",2018,May,8.2
"Southeast Fairbanks Census Area, Alaska",2018,April,9.2
"Southeast Fairbanks Census Area, Alaska",2018,March,10.7
"Southeast Fairbanks Census Area, Alaska",2018,February,11.1
"Southeast Fairbanks Census Area, Alaska",2018,January,11.3
"Valdez-Cordova Census Area, Alaska",2018,May,6.0
"Valdez-Cordova Census Area, Alaska",2018,April,7.8
"Valdez-Cordova Census Area, Alaska",2018,March,9.5
"Valdez-Cordova Census Area, Alaska",2018,February,10.6
"Valdez-Cordova Census Area, Alaska",2018,January,10.3
"Wrangell Borough/city, Alaska",2018,May,5.2
"Wrangell Borough/city, Alaska",2018,April,5.8
"Wrangell Borough/city, Alaska",2018,March,7.8
"Wrangell Borough/city, Alaska",2018,February,8.8
"Wrangell Borough/city, Alaska",2018,January,9.0
"Yakutat Borough/city, Alaska",2018,May,5.5
"Yakutat Borough/city, Alaska",2018,April,6.6
"Yakutat Borough/city, Alaska",2018,March,7.9
"Yakutat Borough/city, Alaska",2018,February,10.4
"Yakutat Borough/city, Alaska",2018,January,10.3
"Yukon-Koyukuk Census Area, Alaska",2018,May,14.2
"Yukon-Koyukuk Census Area, Alaska",2018,April,14.6
"Yukon-Koyukuk Census Area, Alaska",2018,March,16.4
"Yukon-Koyukuk Census Area, Alaska",2018,February,17.2
"Yukon-Koyukuk Census Area, Alaska",2018,January,17.7
"Apache County, Arizona",2018,May,8.6
"Apache County, Arizona",2018,April,9.2
"Apache County, Arizona",2018,March,10.0
"Apache County, Arizona",2018,February,10.3
"Apache County, Arizona",2018,January,10.7
"Cochise County, Arizona",2018,May,5.0
"Cochise County, Arizona",2018,April,5.4
"Cochise County, Arizona",2018,March,5.5
"Cochise County, Arizona",2018,February,5.8
"Cochise County, Arizona",2018,January,6.0
"Coconino County, Arizona",2018,May,4.6
"Coconino County, Arizona",2018,April,5.0
"Coconino County, Arizona",2018,March,5.5
"Coconino County, Arizona",2018,February,5.9
"Coconino County, Arizona",2018,January,6.3
"Gila County, Arizona",2018,May,5.2
"Gila County, Arizona",2018,April,5.6
"Gila County, Arizona",2018,March,5.7
"Gila County, Arizona",2018,February,6.1
"Gila County, Arizona",2018,January,6.3
"Graham County, Arizona",2018,May,4.4
"Graham County, Arizona",2018,April,4.7
"Graham County, Arizona",2018,March,4.9
"Graham County, Arizona",2018,February,5.2
"Graham County, Arizona",2018,January,5.6
"Greenlee County, Arizona",2018,May,3.7
"Greenlee County, Arizona",2018,April,4.1
"Greenlee County, Arizona",2018,March,4.3
"Greenlee County, Arizona",2018,February,4.6
"Greenlee County, Arizona",2018,January,4.9
"La Paz County, Arizona",2018,May,6.0
"La Paz County, Arizona",2018,April,6.5
"La Paz County, Arizona",2018,March,6.3
"La Paz County, Arizona",2018,February,6.5
"La Paz County, Arizona",2018,January,6.4
"Maricopa County, Arizona",2018,May,3.7
"Maricopa County, Arizona",2018,April,3.9
"Maricopa County, Arizona",2018,March,4.0
"Maricopa County, Arizona",2018,February,4.2
"Maricopa County, Arizona",2018,January,4.4
"Mohave County, Arizona",2018,May,5.1
"Mohave County, Arizona",2018,April,5.4
"Mohave County, Arizona",2018,March,5.5
"Mohave County, Arizona",2018,February,5.8
"Mohave County, Arizona",2018,January,6.3
"Navajo County, Arizona",2018,May,6.6
"Navajo County, Arizona",2018,April,7.3
"Navajo County, Arizona",2018,March,7.8
"Navajo County, Arizona",2018,February,8.2
"Navajo County, Arizona",2018,January,8.8
"Pima County, Arizona",2018,May,4.0
"Pima County, Arizona",2018,April,4.2
"Pima County, Arizona",2018,March,4.2
"Pima County, Arizona",2018,February,4.5
"Pima County, Arizona",2018,January,4.7
"Pinal County, Arizona",2018,May,4.5
"Pinal County, Arizona",2018,April,4.7
"Pinal County, Arizona",2018,March,4.8
"Pinal County, Arizona",2018,February,5.1
"Pinal County, Arizona",2018,January,5.3
"Santa Cruz County, Arizona",2018,May,6.7
"Santa Cruz County, Arizona",2018,April,7.4
"Santa Cruz County, Arizona",2018,March,8.3
"Santa Cruz County, Arizona",2018,February,8.3
"Santa Cruz County, Arizona",2018,January,9.1
"Yavapai County, Arizona",2018,May,3.9
"Yavapai County, Arizona",2018,April,4.1
"Yavapai County, Arizona",2018,March,4.2
"Yavapai County, Arizona",2018,February,4.6
"Yavapai County, Arizona",2018,January,4.8
"Yuma County, Arizona",2018,May,17.2
"Yuma County, Arizona",2018,April,16.1
"Yuma County, Arizona",2018,March,13.4
"Yuma County, Arizona",2018,February,12.9
"Yuma County, Arizona",2018,January,14.3
"Arkansas County, Arkansas",2018,May,2.9
"Arkansas County, Arkansas",2018,April,3.1
"Arkansas County, Arkansas",2018,March,3.7
"Arkansas County, Arkansas",2018,February,4.3
"Arkansas County, Arkansas",2018,January,4.6
"Ashley County, Arkansas",2018,May,5.0
"Ashley County, Arkansas",2018,April,5.0
"Ashley County, Arkansas",2018,March,5.7
"Ashley County, Arkansas",2018,February,6.5
"Ashley County, Arkansas",2018,January,6.7
"Baxter County, Arkansas",2018,May,3.7
"Baxter County, Arkansas",2018,April,3.6
"Baxter County, Arkansas",2018,March,4.2
"Baxter County, Arkansas",2018,February,4.8
"Baxter County, Arkansas",2018,January,5.2
"Benton County, Arkansas",2018,May,2.7
"Benton County, Arkansas",2018,April,2.7
"Benton County, Arkansas",2018,March,3.0
"Benton County, Arkansas",2018,February,3.4
"Benton County, Arkansas",2018,January,3.5
"Boone County, Arkansas",2018,May,3.2
"Boone County, Arkansas",2018,April,3.4
"Boone County, Arkansas",2018,March,3.9
"Boone County, Arkansas",2018,February,4.5
"Boone County, Arkansas",2018,January,4.5
"Bradley County, Arkansas",2018,May,3.9
"Bradley County, Arkansas",2018,April,4.1
"Bradley County, Arkansas",2018,March,5.1
"Bradley County, Arkansas",2018,February,5.5
"Bradley County, Arkansas",2018,January,4.9
"Calhoun County, Arkansas",2018,May,3.4
"Calhoun County, Arkansas",2018,April,3.7
"Calhoun County, Arkansas",2018,March,4.4
"Calhoun County, Arkansas",2018,February,4.8
"Calhoun County, Arkansas",2018,January,4.7
"Carroll County, Arkansas",2018,May,2.7
"Carroll County, Arkansas",2018,April,2.8
"Carroll County, Arkansas",2018,March,3.4
"Carroll County, Arkansas",2018,February,4.7
"Carroll County, Arkansas",2018,January,5.2
"Chicot County, Arkansas",2018,May,6.3
"Chicot County, Arkansas",2018,April,6.7
"Chicot County, Arkansas",2018,March,8.3
"Chicot County, Arkansas",2018,February,9.3
"Chicot County, Arkansas",2018,January,8.9
"Clark County, Arkansas",2018,May,3.3
"Clark County, Arkansas",2018,April,3.1
"Clark County, Arkansas",2018,March,3.7
"Clark County, Arkansas",2018,February,4.2
"Clark County, Arkansas",2018,January,4.3
"Clay County, Arkansas",2018,May,3.5
"Clay County, Arkansas",2018,April,3.8
"Clay County, Arkansas",2018,March,4.7
"Clay County, Arkansas",2018,February,5.6
"Clay County, Arkansas",2018,January,5.7
"Cleburne County, Arkansas",2018,May,4.3
"Cleburne County, Arkansas",2018,April,4.2
"Cleburne County, Arkansas",2018,March,4.7
"Cleburne County, Arkansas",2018,February,5.6
"Cleburne County, Arkansas",2018,January,6.0
"Cleveland County, Arkansas",2018,May,3.7
"Cleveland County, Arkansas",2018,April,3.8
"Cleveland County, Arkansas",2018,March,4.3
"Cleveland County, Arkansas",2018,February,4.7
"Cleveland County, Arkansas",2018,January,4.4
"Columbia County, Arkansas",2018,May,4.7
"Columbia County, Arkansas",2018,April,4.3
"Columbia County, Arkansas",2018,March,4.8
"Columbia County, Arkansas",2018,February,5.4
"Columbia County, Arkansas",2018,January,5.5
"Conway County, Arkansas",2018,May,4.0
"Conway County, Arkansas",2018,April,4.0
"Conway County, Arkansas",2018,March,4.5
"Conway County, Arkansas",2018,February,5.4
"Conway County, Arkansas",2018,January,5.2
"Craighead County, Arkansas",2018,May,2.8
"Craighead County, Arkansas",2018,April,2.8
"Craighead County, Arkansas",2018,March,3.1
"Craighead County, Arkansas",2018,February,3.6
"Craighead County, Arkansas",2018,January,3.7
"Crawford County, Arkansas",2018,May,3.3
"Crawford County, Arkansas",2018,April,3.3
"Crawford County, Arkansas",2018,March,3.6
"Crawford County, Arkansas",2018,February,4.3
"Crawford County, Arkansas",2018,January,4.2
"Crittenden County, Arkansas",2018,May,4.2
"Crittenden County, Arkansas",2018,April,4.0
"Crittenden County, Arkansas",2018,March,4.3
"Crittenden County, Arkansas",2018,February,5.0
"Crittenden County, Arkansas",2018,January,5.0
"Cross County, Arkansas",2018,May,3.5
"Cross County, Arkansas",2018,April,3.6
"Cross County, Arkansas",2018,March,4.3
"Cross County, Arkansas",2018,February,5.0
"Cross County, Arkansas",2018,January,5.3
"Dallas County, Arkansas",2018,May,4.1
"Dallas County, Arkansas",2018,April,4.2
"Dallas County, Arkansas",2018,March,4.5
"Dallas County, Arkansas",2018,February,4.9
"Dallas County, Arkansas",2018,January,5.0
"Desha County, Arkansas",2018,May,4.2
"Desha County, Arkansas",2018,April,4.3
"Desha County, Arkansas",2018,March,5.0
"Desha County, Arkansas",2018,February,5.6
"Desha County, Arkansas",2018,January,5.7
"Drew County, Arkansas",2018,May,4.3
"Drew County, Arkansas",2018,April,4.4
"Drew County, Arkansas",2018,March,5.3
"Drew County, Arkansas",2018,February,6.0
"Drew County, Arkansas",2018,January,6.1
"Faulkner County, Arkansas",2018,May,3.1
"Faulkner County, Arkansas",2018,April,3.0
"Faulkner County, Arkansas",2018,March,3.4
"Faulkner County, Arkansas",2018,February,4.0
"Faulkner County, Arkansas",2018,January,3.9
"Franklin County, Arkansas",2018,May,3.3
"Franklin County, Arkansas",2018,April,3.2
"Franklin County, Arkansas",2018,March,3.7
"Franklin County, Arkansas",2018,February,4.2
"Franklin County, Arkansas",2018,January,4.1
"Fulton County, Arkansas",2018,May,3.5
"Fulton County, Arkansas",2018,April,3.4
"Fulton County, Arkansas",2018,March,4.1
"Fulton County, Arkansas",2018,February,5.0
"Fulton County, Arkansas",2018,January,5.3
"Garland County, Arkansas",2018,May,3.7
"Garland County, Arkansas",2018,April,3.5
"Garland County, Arkansas",2018,March,4.1
"Garland County, Arkansas",2018,February,4.8
"Garland County, Arkansas",2018,January,4.8
"Grant County, Arkansas",2018,May,2.8
"Grant County, Arkansas",2018,April,2.9
"Grant County, Arkansas",2018,March,3.2
"Grant County, Arkansas",2018,February,3.6
"Grant County, Arkansas",2018,January,3.7
"Greene County, Arkansas",2018,May,3.0
"Greene County, Arkansas",2018,April,3.0
"Greene County, Arkansas",2018,March,3.7
"Greene County, Arkansas",2018,February,4.3
"Greene County, Arkansas",2018,January,4.3
"Hempstead County, Arkansas",2018,May,3.1
"Hempstead County, Arkansas",2018,April,2.9
"Hempstead County, Arkansas",2018,March,3.2
"Hempstead County, Arkansas",2018,February,3.6
"Hempstead County, Arkansas",2018,January,3.9
"Hot Spring County, Arkansas",2018,May,3.4
"Hot Spring County, Arkansas",2018,April,3.5
"Hot Spring County, Arkansas",2018,March,3.7
"Hot Spring County, Arkansas",2018,February,4.3
"Hot Spring County, Arkansas",2018,January,4.4
"Howard County, Arkansas",2018,May,3.0
"Howard County, Arkansas",2018,April,2.8
"Howard County, Arkansas",2018,March,3.4
"Howard County, Arkansas",2018,February,3.5
"Howard County, Arkansas",2018,January,3.5
"Independence County, Arkansas",2018,May,3.7
"Independence County, Arkansas",2018,April,3.5
"Independence County, Arkansas",2018,March,3.9
"Independence County, Arkansas",2018,February,4.6
"Independence County, Arkansas",2018,January,4.9
"Izard County, Arkansas",2018,May,4.9
"Izard County, Arkansas",2018,April,5.2
"Izard County, Arkansas",2018,March,5.3
"Izard County, Arkansas",2018,February,6.3
"Izard County, Arkansas",2018,January,7.1
"Jackson County, Arkansas",2018,May,5.1
"Jackson County, Arkansas",2018,April,5.3
"Jackson County, Arkansas",2018,March,6.2
"Jackson County, Arkansas",2018,February,7.1
"Jackson County, Arkansas",2018,January,7.7
"Jefferson County, Arkansas",2018,May,4.8
"Jefferson County, Arkansas",2018,April,4.7
"Jefferson County, Arkansas",2018,March,5.3
"Jefferson County, Arkansas",2018,February,5.9
"Jefferson County, Arkansas",2018,January,5.9
"Johnson County, Arkansas",2018,May,4.1
"Johnson County, Arkansas",2018,April,3.7
"Johnson County, Arkansas",2018,March,4.4
"Johnson County, Arkansas",2018,February,5.2
"Johnson County, Arkansas",2018,January,5.5
"Lafayette County, Arkansas",2018,May,4.6
"Lafayette County, Arkansas",2018,April,4.7
"Lafayette County, Arkansas",2018,March,5.6
"Lafayette County, Arkansas",2018,February,6.4
"Lafayette County, Arkansas",2018,January,6.0
"Lawrence County, Arkansas",2018,May,3.5
"Lawrence County, Arkansas",2018,April,3.3
"Lawrence County, Arkansas",2018,March,3.8
"Lawrence County, Arkansas",2018,February,4.7
"Lawrence County, Arkansas",2018,January,5.0
"Lee County, Arkansas",2018,May,4.1
"Lee County, Arkansas",2018,April,4.5
"Lee County, Arkansas",2018,March,5.2
"Lee County, Arkansas",2018,February,6.0
"Lee County, Arkansas",2018,January,6.0
"Lincoln County, Arkansas",2018,May,3.9
"Lincoln County, Arkansas",2018,April,3.8
"Lincoln County, Arkansas",2018,March,4.6
"Lincoln County, Arkansas",2018,February,5.2
"Lincoln County, Arkansas",2018,January,5.1
"Little River County, Arkansas",2018,May,5.1
"Little River County, Arkansas",2018,April,4.4
"Little River County, Arkansas",2018,March,5.0
"Little River County, Arkansas",2018,February,5.4
"Little River County, Arkansas",2018,January,5.5
"Logan County, Arkansas",2018,May,3.7
"Logan County, Arkansas",2018,April,3.5
"Logan County, Arkansas",2018,March,4.1
"Logan County, Arkansas",2018,February,4.6
"Logan County, Arkansas",2018,January,4.6
"Lonoke County, Arkansas",2018,May,2.9
"Lonoke County, Arkansas",2018,April,3.0
"Lonoke County, Arkansas",2018,March,3.4
"Lonoke County, Arkansas",2018,February,3.9
"Lonoke County, Arkansas",2018,January,3.8
"Madison County, Arkansas",2018,May,2.6
"Madison County, Arkansas",2018,April,2.6
"Madison County, Arkansas",2018,March,3.0
"Madison County, Arkansas",2018,February,3.6
"Madison County, Arkansas",2018,January,3.7
"Marion County, Arkansas",2018,May,3.6
"Marion County, Arkansas",2018,April,3.6
"Marion County, Arkansas",2018,March,3.9
"Marion County, Arkansas",2018,February,4.9
"Marion County, Arkansas",2018,January,5.2
"Miller County, Arkansas",2018,May,4.7
"Miller County, Arkansas",2018,April,4.1
"Miller County, Arkansas",2018,March,4.8
"Miller County, Arkansas",2018,February,5.3
"Miller County, Arkansas",2018,January,5.1
"Mississippi County, Arkansas",2018,May,5.8
"Mississippi County, Arkansas",2018,April,5.1
"Mississippi County, Arkansas",2018,March,5.7
"Mississippi County, Arkansas",2018,February,6.3
"Mississippi County, Arkansas",2018,January,6.3
"Monroe County, Arkansas",2018,May,3.9
"Monroe County, Arkansas",2018,April,3.8
"Monroe County, Arkansas",2018,March,4.2
"Monroe County, Arkansas",2018,February,4.9
"Monroe County, Arkansas",2018,January,5.3
"Montgomery County, Arkansas",2018,May,4.1
"Montgomery County, Arkansas",2018,April,4.4
"Montgomery County, Arkansas",2018,March,4.9
"Montgomery County, Arkansas",2018,February,6.0
"Montgomery County, Arkansas",2018,January,6.2
"Nevada County, Arkansas",2018,May,3.1
"Nevada County, Arkansas",2018,April,3.0
"Nevada County, Arkansas",2018,March,3.5
"Nevada County, Arkansas",2018,February,4.2
"Nevada County, Arkansas",2018,January,3.8
"Newton County, Arkansas",2018,May,2.7
"Newton County, Arkansas",2018,April,2.9
"Newton County, Arkansas",2018,March,3.2
"Newton County, Arkansas",2018,February,4.6
"Newton County, Arkansas",2018,January,4.7
"Ouachita County, Arkansas",2018,May,4.4
"Ouachita County, Arkansas",2018,April,4.3
"Ouachita County, Arkansas",2018,March,4.8
"Ouachita County, Arkansas",2018,February,5.2
"Ouachita County, Arkansas",2018,January,5.3
"Perry County, Arkansas",2018,May,3.8
"Perry County, Arkansas",2018,April,3.8
"Perry County, Arkansas",2018,March,4.4
"Perry County, Arkansas",2018,February,5.3
"Perry County, Arkansas",2018,January,5.1
"Phillips County, Arkansas",2018,May,5.5
"Phillips County, Arkansas",2018,April,5.7
"Phillips County, Arkansas",2018,March,6.7
"Phillips County, Arkansas",2018,February,7.7
"Phillips County, Arkansas",2018,January,7.7
"Pike County, Arkansas",2018,May,3.7
"Pike County, Arkansas",2018,April,3.8
"Pike County, Arkansas",2018,March,4.4
"Pike County, Arkansas",2018,February,4.8
"Pike County, Arkansas",2018,January,5.3
"Poinsett County, Arkansas",2018,May,3.5
"Poinsett County, Arkansas",2018,April,3.4
"Poinsett County, Arkansas",2018,March,4.0
"Poinsett County, Arkansas",2018,February,4.8
"Poinsett County, Arkansas",2018,January,5.1
"Polk County, Arkansas",2018,May,3.8
"Polk County, Arkansas",2018,April,3.9
"Polk County, Arkansas",2018,March,4.1
"Polk County, Arkansas",2018,February,4.8
"Polk County, Arkansas",2018,January,5.1
"Pope County, Arkansas",2018,May,4.0
"Pope County, Arkansas",2018,April,3.5
"Pope County, Arkansas",2018,March,4.1
"Pope County, Arkansas",2018,February,5.1
"Pope County, Arkansas",2018,January,5.4
"Prairie County, Arkansas",2018,May,3.2
"Prairie County, Arkansas",2018,April,3.6
"Prairie County, Arkansas",2018,March,4.4
"Prairie County, Arkansas",2018,February,4.7
"Prairie County, Arkansas",2018,January,4.8
"Pulaski County, Arkansas",2018,May,3.3
"Pulaski County, Arkansas",2018,April,3.3
"Pulaski County, Arkansas",2018,March,3.7
"Pulaski County, Arkansas",2018,February,4.1
"Pulaski County, Arkansas",2018,January,4.0
"Randolph County, Arkansas",2018,May,3.5
"Randolph County, Arkansas",2018,April,3.4
"Randolph County, Arkansas",2018,March,4.0
"Randolph County, Arkansas",2018,February,5.0
"Randolph County, Arkansas",2018,January,5.6
"St. Francis County, Arkansas",2018,May,4.7
"St. Francis County, Arkansas",2018,April,4.5
"St. Francis County, Arkansas",2018,March,5.3
"St. Francis County, Arkansas",2018,February,6.2
"St. Francis County, Arkansas",2018,January,6.4
"Saline County, Arkansas",2018,May,2.9
"Saline County, Arkansas",2018,April,2.9
"Saline County, Arkansas",2018,March,3.2
"Saline County, Arkansas",2018,February,3.6
"Saline County, Arkansas",2018,January,3.5
"Scott County, Arkansas",2018,May,3.4
"Scott County, Arkansas",2018,April,3.2
"Scott County, Arkansas",2018,March,3.8
"Scott County, Arkansas",2018,February,4.4
"Scott County, Arkansas",2018,January,4.2
"Searcy County, Arkansas",2018,May,3.5
"Searcy County, Arkansas",2018,April,3.9
"Searcy County, Arkansas",2018,March,4.4
"Searcy County, Arkansas",2018,February,5.8
"Searcy County, Arkansas",2018,January,6.0
"Sebastian County, Arkansas",2018,May,3.4
"Sebastian County, Arkansas",2018,April,3.4
"Sebastian County, Arkansas",2018,March,3.8
"Sebastian County, Arkansas",2018,February,4.3
"Sebastian County, Arkansas",2018,January,4.2
"Sevier County, Arkansas",2018,May,4.1
"Sevier County, Arkansas",2018,April,4.1
"Sevier County, Arkansas",2018,March,4.6
"Sevier County, Arkansas",2018,February,5.3
"Sevier County, Arkansas",2018,January,5.5
"Sharp County, Arkansas",2018,May,4.1
