Place,Year,Month,Unemployment Rate
"Butte-Silver Bow (consolidated) city, Montana",2018,January,5.2
"Great Falls city, Montana",2018,May,2.9
"Great Falls city, Montana",2018,April,3.3
"Great Falls city, Montana",2018,March,4.1
"Great Falls city, Montana",2018,February,4.3
"Great Falls city, Montana",2018,January,4.5
"Helena city, Montana",2018,May,2.5
"Helena city, Montana",2018,April,2.7
"Helena city, Montana",2018,March,3.5
"Helena city, Montana",2018,February,3.8
"Helena city, Montana",2018,January,4.1
"Missoula city, Montana",2018,May,2.4
"Missoula city, Montana",2018,April,2.8
"Missoula city, Montana",2018,March,3.8
"Missoula city, Montana",2018,February,4.1
"Missoula city, Montana",2018,January,4.4
"Bellevue city, Nebraska",2018,May,2.9
"Bellevue city, Nebraska",2018,April,3.0
"Bellevue city, Nebraska",2018,March,3.5
"Bellevue city, Nebraska",2018,February,3.7
"Bellevue city, Nebraska",2018,January,3.7
"Fremont city, Nebraska",2018,May,2.7
"Fremont city, Nebraska",2018,April,2.8
"Fremont city, Nebraska",2018,March,3.0
"Fremont city, Nebraska",2018,February,3.2
"Fremont city, Nebraska",2018,January,3.2
"Grand Island city, Nebraska",2018,May,2.9
"Grand Island city, Nebraska",2018,April,3.1
"Grand Island city, Nebraska",2018,March,3.4
"Grand Island city, Nebraska",2018,February,3.8
"Grand Island city, Nebraska",2018,January,5.3
"Hastings city, Nebraska",2018,May,2.6
"Hastings city, Nebraska",2018,April,2.8
"Hastings city, Nebraska",2018,March,3.3
"Hastings city, Nebraska",2018,February,3.4
"Hastings city, Nebraska",2018,January,3.6
"Kearney city, Nebraska",2018,May,2.4
"Kearney city, Nebraska",2018,April,2.4
"Kearney city, Nebraska",2018,March,2.5
"Kearney city, Nebraska",2018,February,2.6
"Kearney city, Nebraska",2018,January,2.3
"Lincoln city, Nebraska",2018,May,2.5
"Lincoln city, Nebraska",2018,April,2.6
"Lincoln city, Nebraska",2018,March,2.8
"Lincoln city, Nebraska",2018,February,2.9
"Lincoln city, Nebraska",2018,January,2.8
"Omaha city, Nebraska",2018,May,3.0
"Omaha city, Nebraska",2018,April,3.2
"Omaha city, Nebraska",2018,March,3.5
"Omaha city, Nebraska",2018,February,3.6
"Omaha city, Nebraska",2018,January,3.5
"Carson City, Nevada",2018,May,4.2
"Carson City, Nevada",2018,April,4.9
"Carson City, Nevada",2018,March,5.3
"Carson City, Nevada",2018,February,5.6
"Carson City, Nevada",2018,January,5.7
"Henderson city, Nevada",2018,May,3.9
"Henderson city, Nevada",2018,April,4.2
"Henderson city, Nevada",2018,March,4.3
"Henderson city, Nevada",2018,February,4.5
"Henderson city, Nevada",2018,January,4.8
"Las Vegas city, Nevada",2018,May,4.5
"Las Vegas city, Nevada",2018,April,4.8
"Las Vegas city, Nevada",2018,March,5.0
"Las Vegas city, Nevada",2018,February,5.1
"Las Vegas city, Nevada",2018,January,5.4
"North Las Vegas city, Nevada",2018,May,4.8
"North Las Vegas city, Nevada",2018,April,5.4
"North Las Vegas city, Nevada",2018,March,5.5
"North Las Vegas city, Nevada",2018,February,5.5
"North Las Vegas city, Nevada",2018,January,5.8
"Reno city, Nevada",2018,May,3.2
"Reno city, Nevada",2018,April,3.5
"Reno city, Nevada",2018,March,3.7
"Reno city, Nevada",2018,February,3.8
"Reno city, Nevada",2018,January,4.3
"Sparks city, Nevada",2018,May,3.1
"Sparks city, Nevada",2018,April,3.4
"Sparks city, Nevada",2018,March,3.8
"Sparks city, Nevada",2018,February,3.8
"Sparks city, Nevada",2018,January,4.3
"Concord city, New Hampshire",2018,May,2.1
"Concord city, New Hampshire",2018,April,2.3
"Concord city, New Hampshire",2018,March,2.7
"Concord city, New Hampshire",2018,February,2.7
"Concord city, New Hampshire",2018,January,2.8
"Dover city, New Hampshire",2018,May,2.1
"Dover city, New Hampshire",2018,April,2.4
"Dover city, New Hampshire",2018,March,2.7
"Dover city, New Hampshire",2018,February,2.6
"Dover city, New Hampshire",2018,January,2.9
"Manchester city, New Hampshire",2018,May,2.5
"Manchester city, New Hampshire",2018,April,2.8
"Manchester city, New Hampshire",2018,March,3.1
"Manchester city, New Hampshire",2018,February,3.2
"Manchester city, New Hampshire",2018,January,3.3
"Nashua city, New Hampshire",2018,May,2.8
"Nashua city, New Hampshire",2018,April,3.2
"Nashua city, New Hampshire",2018,March,3.7
"Nashua city, New Hampshire",2018,February,3.8
"Nashua city, New Hampshire",2018,January,3.8
"Rochester city, New Hampshire",2018,May,2.2
"Rochester city, New Hampshire",2018,April,2.5
"Rochester city, New Hampshire",2018,March,3.0
"Rochester city, New Hampshire",2018,February,2.8
"Rochester city, New Hampshire",2018,January,3.0
"Atlantic City city, New Jersey",2018,May,7.6
"Atlantic City city, New Jersey",2018,April,8.5
"Atlantic City city, New Jersey",2018,March,9.4
"Atlantic City city, New Jersey",2018,February,10.0
"Atlantic City city, New Jersey",2018,January,10.0
"Bayonne city, New Jersey",2018,May,4.1
"Bayonne city, New Jersey",2018,April,4.0
"Bayonne city, New Jersey",2018,March,4.7
"Bayonne city, New Jersey",2018,February,5.0
"Bayonne city, New Jersey",2018,January,4.9
"Bergenfield borough, New Jersey",2018,May,2.8
"Bergenfield borough, New Jersey",2018,April,2.7
"Bergenfield borough, New Jersey",2018,March,3.2
"Bergenfield borough, New Jersey",2018,February,3.5
"Bergenfield borough, New Jersey",2018,January,3.5
"Bridgeton city, New Jersey",2018,May,7.0
"Bridgeton city, New Jersey",2018,April,8.2
"Bridgeton city, New Jersey",2018,March,9.8
"Bridgeton city, New Jersey",2018,February,11.2
"Bridgeton city, New Jersey",2018,January,10.7
"Camden city, New Jersey",2018,May,8.2
"Camden city, New Jersey",2018,April,8.7
"Camden city, New Jersey",2018,March,9.6
"Camden city, New Jersey",2018,February,10.1
"Camden city, New Jersey",2018,January,10.0
"Carteret borough, New Jersey",2018,May,4.5
"Carteret borough, New Jersey",2018,April,4.4
"Carteret borough, New Jersey",2018,March,4.5
"Carteret borough, New Jersey",2018,February,4.7
"Carteret borough, New Jersey",2018,January,4.8
"Cliffside Park borough, New Jersey",2018,May,3.1
"Cliffside Park borough, New Jersey",2018,April,3.1
"Cliffside Park borough, New Jersey",2018,March,3.3
"Cliffside Park borough, New Jersey",2018,February,3.7
"Cliffside Park borough, New Jersey",2018,January,3.6
"Clifton city, New Jersey",2018,May,3.9
"Clifton city, New Jersey",2018,April,4.0
"Clifton city, New Jersey",2018,March,4.4
"Clifton city, New Jersey",2018,February,4.6
"Clifton city, New Jersey",2018,January,4.6
"East Orange city, New Jersey",2018,May,6.4
"East Orange city, New Jersey",2018,April,6.3
"East Orange city, New Jersey",2018,March,6.8
"East Orange city, New Jersey",2018,February,6.9
"East Orange city, New Jersey",2018,January,6.7
"Elizabeth city, New Jersey",2018,May,4.7
"Elizabeth city, New Jersey",2018,April,5.0
"Elizabeth city, New Jersey",2018,March,5.5
"Elizabeth city, New Jersey",2018,February,5.9
"Elizabeth city, New Jersey",2018,January,5.7
"Englewood city, New Jersey",2018,May,3.5
"Englewood city, New Jersey",2018,April,3.4
"Englewood city, New Jersey",2018,March,4.0
"Englewood city, New Jersey",2018,February,4.3
"Englewood city, New Jersey",2018,January,4.0
"Fair Lawn borough, New Jersey",2018,May,3.1
"Fair Lawn borough, New Jersey",2018,April,3.0
"Fair Lawn borough, New Jersey",2018,March,3.4
"Fair Lawn borough, New Jersey",2018,February,3.6
"Fair Lawn borough, New Jersey",2018,January,3.5
"Fort Lee borough, New Jersey",2018,May,2.3
"Fort Lee borough, New Jersey",2018,April,2.1
"Fort Lee borough, New Jersey",2018,March,2.4
"Fort Lee borough, New Jersey",2018,February,2.6
"Fort Lee borough, New Jersey",2018,January,2.6
"Garfield city, New Jersey",2018,May,5.2
"Garfield city, New Jersey",2018,April,6.0
"Garfield city, New Jersey",2018,March,6.3
"Garfield city, New Jersey",2018,February,6.5
"Garfield city, New Jersey",2018,January,6.3
"Hackensack city, New Jersey",2018,May,3.7
"Hackensack city, New Jersey",2018,April,4.2
"Hackensack city, New Jersey",2018,March,5.0
"Hackensack city, New Jersey",2018,February,5.3
"Hackensack city, New Jersey",2018,January,5.0
"Hoboken city, New Jersey",2018,May,2.1
"Hoboken city, New Jersey",2018,April,1.9
"Hoboken city, New Jersey",2018,March,2.1
"Hoboken city, New Jersey",2018,February,2.2
"Hoboken city, New Jersey",2018,January,2.3
"Jersey City city, New Jersey",2018,May,3.9
"Jersey City city, New Jersey",2018,April,3.8
"Jersey City city, New Jersey",2018,March,4.2
"Jersey City city, New Jersey",2018,February,4.4
"Jersey City city, New Jersey",2018,January,4.4
"Kearny town, New Jersey",2018,May,4.4
"Kearny town, New Jersey",2018,April,4.5
"Kearny town, New Jersey",2018,March,5.4
"Kearny town, New Jersey",2018,February,5.6
"Kearny town, New Jersey",2018,January,5.5
"Linden city, New Jersey",2018,May,4.4
"Linden city, New Jersey",2018,April,4.5
"Linden city, New Jersey",2018,March,5.0
"Linden city, New Jersey",2018,February,5.3
"Linden city, New Jersey",2018,January,5.2
"Lodi borough, New Jersey",2018,May,4.4
"Lodi borough, New Jersey",2018,April,5.2
"Lodi borough, New Jersey",2018,March,5.3
"Lodi borough, New Jersey",2018,February,5.8
"Lodi borough, New Jersey",2018,January,5.6
"Long Branch city, New Jersey",2018,May,3.5
"Long Branch city, New Jersey",2018,April,3.8
"Long Branch city, New Jersey",2018,March,5.0
"Long Branch city, New Jersey",2018,February,5.5
"Long Branch city, New Jersey",2018,January,5.5
"Millville city, New Jersey",2018,May,5.7
"Millville city, New Jersey",2018,April,6.0
"Millville city, New Jersey",2018,March,6.8
"Millville city, New Jersey",2018,February,7.4
"Millville city, New Jersey",2018,January,7.1
"Newark city, New Jersey",2018,May,6.4
"Newark city, New Jersey",2018,April,6.7
"Newark city, New Jersey",2018,March,7.6
"Newark city, New Jersey",2018,February,7.9
"Newark city, New Jersey",2018,January,7.9
"New Brunswick city, New Jersey",2018,May,3.2
"New Brunswick city, New Jersey",2018,April,3.1
"New Brunswick city, New Jersey",2018,March,3.6
"New Brunswick city, New Jersey",2018,February,4.0
"New Brunswick city, New Jersey",2018,January,3.8
"Paramus borough, New Jersey",2018,May,3.3
"Paramus borough, New Jersey",2018,April,3.1
"Paramus borough, New Jersey",2018,March,3.6
"Paramus borough, New Jersey",2018,February,3.8
"Paramus borough, New Jersey",2018,January,3.6
"Passaic city, New Jersey",2018,May,5.3
"Passaic city, New Jersey",2018,April,6.0
"Passaic city, New Jersey",2018,March,6.7
"Passaic city, New Jersey",2018,February,7.2
"Passaic city, New Jersey",2018,January,7.1
"Paterson city, New Jersey",2018,May,6.9
"Paterson city, New Jersey",2018,April,7.7
"Paterson city, New Jersey",2018,March,8.9
"Paterson city, New Jersey",2018,February,9.4
"Paterson city, New Jersey",2018,January,9.2
"Perth Amboy city, New Jersey",2018,May,5.9
"Perth Amboy city, New Jersey",2018,April,6.6
"Perth Amboy city, New Jersey",2018,March,7.4
"Perth Amboy city, New Jersey",2018,February,7.5
"Perth Amboy city, New Jersey",2018,January,6.8
"Plainfield city, New Jersey",2018,May,4.4
"Plainfield city, New Jersey",2018,April,5.9
"Plainfield city, New Jersey",2018,March,7.8
"Plainfield city, New Jersey",2018,February,8.6
"Plainfield city, New Jersey",2018,January,8.2
"Princeton, New Jersey",2018,May,2.1
"Princeton, New Jersey",2018,April,1.8
"Princeton, New Jersey",2018,March,2.2
"Princeton, New Jersey",2018,February,2.6
"Princeton, New Jersey",2018,January,2.5
"Rahway city, New Jersey",2018,May,4.0
"Rahway city, New Jersey",2018,April,4.0
"Rahway city, New Jersey",2018,March,4.5
"Rahway city, New Jersey",2018,February,4.9
"Rahway city, New Jersey",2018,January,4.7
"Ridgewood village, New Jersey",2018,May,2.5
"Ridgewood village, New Jersey",2018,April,2.1
"Ridgewood village, New Jersey",2018,March,2.5
"Ridgewood village, New Jersey",2018,February,2.7
"Ridgewood village, New Jersey",2018,January,2.7
"Sayreville borough, New Jersey",2018,May,3.4
"Sayreville borough, New Jersey",2018,April,3.5
"Sayreville borough, New Jersey",2018,March,4.0
"Sayreville borough, New Jersey",2018,February,4.3
"Sayreville borough, New Jersey",2018,January,4.3
"Trenton city, New Jersey",2018,May,5.2
"Trenton city, New Jersey",2018,April,5.7
"Trenton city, New Jersey",2018,March,7.0
"Trenton city, New Jersey",2018,February,7.4
"Trenton city, New Jersey",2018,January,7.6
"Union City city, New Jersey",2018,May,4.4
"Union City city, New Jersey",2018,April,4.8
"Union City city, New Jersey",2018,March,5.4
"Union City city, New Jersey",2018,February,5.6
"Union City city, New Jersey",2018,January,5.2
"Vineland city, New Jersey",2018,May,5.6
"Vineland city, New Jersey",2018,April,6.2
"Vineland city, New Jersey",2018,March,7.2
"Vineland city, New Jersey",2018,February,7.8
"Vineland city, New Jersey",2018,January,7.7
"Westfield town, New Jersey",2018,May,2.7
"Westfield town, New Jersey",2018,April,2.4
"Westfield town, New Jersey",2018,March,2.6
"Westfield town, New Jersey",2018,February,2.7
"Westfield town, New Jersey",2018,January,2.6
"West New York town, New Jersey",2018,May,3.8
"West New York town, New Jersey",2018,April,3.9
"West New York town, New Jersey",2018,March,4.8
"West New York town, New Jersey",2018,February,4.6
"West New York town, New Jersey",2018,January,4.4
"Alamogordo city, New Mexico",2018,May,3.8
"Alamogordo city, New Mexico",2018,April,3.7
"Alamogordo city, New Mexico",2018,March,3.9
"Alamogordo city, New Mexico",2018,February,4.3
"Alamogordo city, New Mexico",2018,January,4.5
"Albuquerque city, New Mexico",2018,May,3.8
"Albuquerque city, New Mexico",2018,April,3.9
"Albuquerque city, New Mexico",2018,March,4.2
"Albuquerque city, New Mexico",2018,February,4.5
"Albuquerque city, New Mexico",2018,January,4.8
"Carlsbad city, New Mexico",2018,May,2.8
"Carlsbad city, New Mexico",2018,April,2.9
"Carlsbad city, New Mexico",2018,March,3.2
"Carlsbad city, New Mexico",2018,February,3.4
"Carlsbad city, New Mexico",2018,January,3.7
"Clovis city, New Mexico",2018,May,3.5
"Clovis city, New Mexico",2018,April,3.5
"Clovis city, New Mexico",2018,March,3.8
"Clovis city, New Mexico",2018,February,3.9
"Clovis city, New Mexico",2018,January,4.1
"Farmington city, New Mexico",2018,May,4.3
"Farmington city, New Mexico",2018,April,4.3
"Farmington city, New Mexico",2018,March,4.7
"Farmington city, New Mexico",2018,February,5.0
"Farmington city, New Mexico",2018,January,5.5
"Hobbs city, New Mexico",2018,May,3.8
"Hobbs city, New Mexico",2018,April,3.8
"Hobbs city, New Mexico",2018,March,4.4
"Hobbs city, New Mexico",2018,February,4.6
"Hobbs city, New Mexico",2018,January,4.9
"Las Cruces city, New Mexico",2018,May,4.0
"Las Cruces city, New Mexico",2018,April,4.1
"Las Cruces city, New Mexico",2018,March,4.5
"Las Cruces city, New Mexico",2018,February,4.9
"Las Cruces city, New Mexico",2018,January,5.3
"Rio Rancho city, New Mexico",2018,May,4.1
"Rio Rancho city, New Mexico",2018,April,4.2
"Rio Rancho city, New Mexico",2018,March,4.6
"Rio Rancho city, New Mexico",2018,February,4.9
"Rio Rancho city, New Mexico",2018,January,5.1
"Roswell city, New Mexico",2018,May,4.3
"Roswell city, New Mexico",2018,April,4.4
"Roswell city, New Mexico",2018,March,4.8
"Roswell city, New Mexico",2018,February,5.3
"Roswell city, New Mexico",2018,January,5.5
"Santa Fe city, New Mexico",2018,May,3.5
"Santa Fe city, New Mexico",2018,April,3.6
"Santa Fe city, New Mexico",2018,March,3.9
"Santa Fe city, New Mexico",2018,February,4.4
"Santa Fe city, New Mexico",2018,January,4.5
"Albany city, New York",2018,May,3.9
"Albany city, New York",2018,April,4.2
"Albany city, New York",2018,March,4.5
"Albany city, New York",2018,February,4.9
"Albany city, New York",2018,January,5.1
"Auburn city, New York",2018,May,4.6
"Auburn city, New York",2018,April,5.3
"Auburn city, New York",2018,March,5.8
"Auburn city, New York",2018,February,6.4
"Auburn city, New York",2018,January,6.2
"Binghamton city, New York",2018,May,4.8
"Binghamton city, New York",2018,April,5.3
"Binghamton city, New York",2018,March,5.8
"Binghamton city, New York",2018,February,6.6
"Binghamton city, New York",2018,January,6.4
"Buffalo city, New York",2018,May,5.3
"Buffalo city, New York",2018,April,5.7
"Buffalo city, New York",2018,March,6.2
"Buffalo city, New York",2018,February,7.0
"Buffalo city, New York",2018,January,6.7
"Elmira city, New York",2018,May,6.0
"Elmira city, New York",2018,April,6.3
"Elmira city, New York",2018,March,6.7
"Elmira city, New York",2018,February,7.6
"Elmira city, New York",2018,January,7.0
"Freeport village, New York",2018,May,3.9
"Freeport village, New York",2018,April,4.3
"Freeport village, New York",2018,March,5.1
"Freeport village, New York",2018,February,5.6
"Freeport village, New York",2018,January,5.5
"Glen Cove city, New York",2018,May,3.0
"Glen Cove city, New York",2018,April,3.5
"Glen Cove city, New York",2018,March,4.7
"Glen Cove city, New York",2018,February,5.6
"Glen Cove city, New York",2018,January,5.3
"Harrison village/town, New York",2018,May,3.4
"Harrison village/town, New York",2018,April,3.9
"Harrison village/town, New York",2018,March,4.0
"Harrison village/town, New York",2018,February,4.9
"Harrison village/town, New York",2018,January,4.4
"Hempstead village, New York",2018,May,3.8
"Hempstead village, New York",2018,April,4.3
"Hempstead village, New York",2018,March,6.1
"Hempstead village, New York",2018,February,6.7
"Hempstead village, New York",2018,January,6.8
"Ithaca city, New York",2018,May,3.5
"Ithaca city, New York",2018,April,3.9
"Ithaca city, New York",2018,March,3.9
"Ithaca city, New York",2018,February,4.6
"Ithaca city, New York",2018,January,4.5
"Jamestown city, New York",2018,May,5.4
"Jamestown city, New York",2018,April,5.8
"Jamestown city, New York",2018,March,6.6
"Jamestown city, New York",2018,February,7.7
"Jamestown city, New York",2018,January,7.1
"Kiryas Joel village, New York",2018,May,3.5
"Kiryas Joel village, New York",2018,April,3.8
"Kiryas Joel village, New York",2018,March,3.6
"Kiryas Joel village, New York",2018,February,4.4
"Kiryas Joel village, New York",2018,January,3.8
"Lindenhurst village, New York",2018,May,3.2
"Lindenhurst village, New York",2018,April,3.4
"Lindenhurst village, New York",2018,March,3.5
"Lindenhurst village, New York",2018,February,4.1
"Lindenhurst village, New York",2018,January,4.1
"Lockport city, New York",2018,May,5.3
"Lockport city, New York",2018,April,6.5
"Lockport city, New York",2018,March,7.6
"Lockport city, New York",2018,February,8.4
"Lockport city, New York",2018,January,8.2
"Long Beach city, New York",2018,May,3.0
"Long Beach city, New York",2018,April,3.2
"Long Beach city, New York",2018,March,3.6
"Long Beach city, New York",2018,February,3.8
"Long Beach city, New York",2018,January,3.7
"Middletown city, New York",2018,May,4.0
"Middletown city, New York",2018,April,4.3
"Middletown city, New York",2018,March,4.7
"Middletown city, New York",2018,February,5.0
"Middletown city, New York",2018,January,4.8
"Mount Vernon city, New York",2018,May,5.0
"Mount Vernon city, New York",2018,April,5.0
"Mount Vernon city, New York",2018,March,5.5
"Mount Vernon city, New York",2018,February,6.3
"Mount Vernon city, New York",2018,January,6.0
"Newburgh city, New York",2018,May,5.1
"Newburgh city, New York",2018,April,5.2
"Newburgh city, New York",2018,March,5.6
"Newburgh city, New York",2018,February,6.4
"Newburgh city, New York",2018,January,6.1
"New Rochelle city, New York",2018,May,3.6
"New Rochelle city, New York",2018,April,4.3
"New Rochelle city, New York",2018,March,5.5
"New Rochelle city, New York",2018,February,6.2
"New Rochelle city, New York",2018,January,5.7
"New York city, New York",2018,May,3.6
"New York city, New York",2018,April,3.9
"New York city, New York",2018,March,4.2
"New York city, New York",2018,February,4.5
"New York city, New York",2018,January,4.6
"Niagara Falls city, New York",2018,May,6.1
"Niagara Falls city, New York",2018,April,6.9
"Niagara Falls city, New York",2018,March,8.2
"Niagara Falls city, New York",2018,February,9.2
"Niagara Falls city, New York",2018,January,9.1
"North Tonawanda city, New York",2018,May,3.7
"North Tonawanda city, New York",2018,April,4.2
"North Tonawanda city, New York",2018,March,5.0
"North Tonawanda city, New York",2018,February,6.0
"North Tonawanda city, New York",2018,January,5.9
"Ossining village, New York",2018,May,3.1
"Ossining village, New York",2018,April,3.3
"Ossining village, New York",2018,March,4.1
"Ossining village, New York",2018,February,4.8
"Ossining village, New York",2018,January,4.4
"Peekskill city, New York",2018,May,3.5
"Peekskill city, New York",2018,April,3.8
"Peekskill city, New York",2018,March,4.2
"Peekskill city, New York",2018,February,4.8
"Peekskill city, New York",2018,January,4.8
"Port Chester village, New York",2018,May,2.6
"Port Chester village, New York",2018,April,2.9
"Port Chester village, New York",2018,March,3.9
"Port Chester village, New York",2018,February,4.7
"Port Chester village, New York",2018,January,4.5
"Poughkeepsie city, New York",2018,May,4.2
"Poughkeepsie city, New York",2018,April,4.6
"Poughkeepsie city, New York",2018,March,5.2
"Poughkeepsie city, New York",2018,February,5.9
"Poughkeepsie city, New York",2018,January,5.7
"Rochester city, New York",2018,May,5.6
"Rochester city, New York",2018,April,5.9
"Rochester city, New York",2018,March,6.5
"Rochester city, New York",2018,February,7.3
"Rochester city, New York",2018,January,6.9
"Rockville Centre village, New York",2018,May,3.2
"Rockville Centre village, New York",2018,April,3.1
"Rockville Centre village, New York",2018,March,3.4
"Rockville Centre village, New York",2018,February,3.9
"Rockville Centre village, New York",2018,January,4.0
"Rome city, New York",2018,May,4.4
"Rome city, New York",2018,April,4.7
"Rome city, New York",2018,March,5.3
"Rome city, New York",2018,February,5.9
"Rome city, New York",2018,January,5.6
"Saratoga Springs city, New York",2018,May,3.2
"Saratoga Springs city, New York",2018,April,3.7
"Saratoga Springs city, New York",2018,March,4.2
"Saratoga Springs city, New York",2018,February,4.8
"Saratoga Springs city, New York",2018,January,4.3
"Schenectady city, New York",2018,May,4.4
"Schenectady city, New York",2018,April,4.5
"Schenectady city, New York",2018,March,5.1
"Schenectady city, New York",2018,February,5.8
"Schenectady city, New York",2018,January,5.8
"Spring Valley village, New York",2018,May,3.0
"Spring Valley village, New York",2018,April,3.4
"Spring Valley village, New York",2018,March,4.1
"Spring Valley village, New York",2018,February,4.5
"Spring Valley village, New York",2018,January,4.0
"Syracuse city, New York",2018,May,4.8
"Syracuse city, New York",2018,April,5.1
"Syracuse city, New York",2018,March,5.6
"Syracuse city, New York",2018,February,6.4
"Syracuse city, New York",2018,January,6.1
"Troy city, New York",2018,May,4.3
"Troy city, New York",2018,April,4.7
"Troy city, New York",2018,March,5.0
"Troy city, New York",2018,February,5.7
"Troy city, New York",2018,January,5.7
"Utica city, New York",2018,May,4.8
"Utica city, New York",2018,April,5.0
"Utica city, New York",2018,March,5.7
"Utica city, New York",2018,February,6.3
"Utica city, New York",2018,January,6.1
"Valley Stream village, New York",2018,May,3.5
"Valley Stream village, New York",2018,April,3.7
"Valley Stream village, New York",2018,March,4.0
"Valley Stream village, New York",2018,February,4.4
"Valley Stream village, New York",2018,January,4.2
"Watertown city, New York",2018,May,4.7
"Watertown city, New York",2018,April,5.2
"Watertown city, New York",2018,March,5.8
"Watertown city, New York",2018,February,6.6
"Watertown city, New York",2018,January,6.2
"White Plains city, New York",2018,May,3.1
"White Plains city, New York",2018,April,3.1
"White Plains city, New York",2018,March,3.7
"White Plains city, New York",2018,February,4.1
"White Plains city, New York",2018,January,4.0
"Yonkers city, New York",2018,May,4.1
"Yonkers city, New York",2018,April,4.3
"Yonkers city, New York",2018,March,4.8
"Yonkers city, New York",2018,February,5.5
"Yonkers city, New York",2018,January,5.3
"Apex town, North Carolina",2018,May,2.9
"Apex town, North Carolina",2018,April,2.9
"Apex town, North Carolina",2018,March,3.3
"Apex town, North Carolina",2018,February,3.3
"Apex town, North Carolina",2018,January,3.2
"Asheboro city, North Carolina",2018,May,3.9
"Asheboro city, North Carolina",2018,April,3.7
"Asheboro city, North Carolina",2018,March,4.0
"Asheboro city, North Carolina",2018,February,4.3
"Asheboro city, North Carolina",2018,January,4.7
"Asheville city, North Carolina",2018,May,2.9
"Asheville city, North Carolina",2018,April,2.8
"Asheville city, North Carolina",2018,March,3.2
"Asheville city, North Carolina",2018,February,3.4
"Asheville city, North Carolina",2018,January,3.4
"Burlington city, North Carolina",2018,May,4.0
"Burlington city, North Carolina",2018,April,3.7
"Burlington city, North Carolina",2018,March,4.2
"Burlington city, North Carolina",2018,February,4.4
"Burlington city, North Carolina",2018,January,4.3
"Cary town, North Carolina",2018,May,3.0
"Cary town, North Carolina",2018,April,2.9
"Cary town, North Carolina",2018,March,3.2
"Cary town, North Carolina",2018,February,3.3
"Cary town, North Carolina",2018,January,3.5
"Chapel Hill town, North Carolina",2018,May,3.7
"Chapel Hill town, North Carolina",2018,April,3.4
"Chapel Hill town, North Carolina",2018,March,3.9
"Chapel Hill town, North Carolina",2018,February,4.1
"Chapel Hill town, North Carolina",2018,January,4.1
"Charlotte city, North Carolina",2018,May,3.8
"Charlotte city, North Carolina",2018,April,3.7
"Charlotte city, North Carolina",2018,March,4.0
"Charlotte city, North Carolina",2018,February,4.2
"Charlotte city, North Carolina",2018,January,4.3
"Clayton town, North Carolina",2018,May,3.2
"Clayton town, North Carolina",2018,April,3.1
"Clayton town, North Carolina",2018,March,3.4
"Clayton town, North Carolina",2018,February,3.7
"Clayton town, North Carolina",2018,January,3.7
"Concord city, North Carolina",2018,May,3.7
"Concord city, North Carolina",2018,April,3.4
"Concord city, North Carolina",2018,March,3.7
"Concord city, North Carolina",2018,February,4.0
"Concord city, North Carolina",2018,January,4.2
"Cornelius town, North Carolina",2018,May,3.3
"Cornelius town, North Carolina",2018,April,2.9
"Cornelius town, North Carolina",2018,March,3.2
"Cornelius town, North Carolina",2018,February,3.3
"Cornelius town, North Carolina",2018,January,3.7
"Durham city, North Carolina",2018,May,3.5
"Durham city, North Carolina",2018,April,3.3
"Durham city, North Carolina",2018,March,3.6
"Durham city, North Carolina",2018,February,3.7
"Durham city, North Carolina",2018,January,3.8
"Fayetteville city, North Carolina",2018,May,5.2
"Fayetteville city, North Carolina",2018,April,5.1
"Fayetteville city, North Carolina",2018,March,5.6
"Fayetteville city, North Carolina",2018,February,5.9
"Fayetteville city, North Carolina",2018,January,6.0
"Fuquay-Varina town, North Carolina",2018,May,3.1
"Fuquay-Varina town, North Carolina",2018,April,3.1
"Fuquay-Varina town, North Carolina",2018,March,3.6
"Fuquay-Varina town, North Carolina",2018,February,3.8
"Fuquay-Varina town, North Carolina",2018,January,3.8
"Garner town, North Carolina",2018,May,3.2
"Garner town, North Carolina",2018,April,3.1
"Garner town, North Carolina",2018,March,3.4
"Garner town, North Carolina",2018,February,3.7
"Garner town, North Carolina",2018,January,3.6
"Gastonia city, North Carolina",2018,May,4.3
"Gastonia city, North Carolina",2018,April,4.0
"Gastonia city, North Carolina",2018,March,4.5
"Gastonia city, North Carolina",2018,February,4.8
"Gastonia city, North Carolina",2018,January,4.8
"Goldsboro city, North Carolina",2018,May,6.1
"Goldsboro city, North Carolina",2018,April,5.8
"Goldsboro city, North Carolina",2018,March,6.0
"Goldsboro city, North Carolina",2018,February,6.0
"Goldsboro city, North Carolina",2018,January,6.1
"Greensboro city, North Carolina",2018,May,4.3
"Greensboro city, North Carolina",2018,April,4.1
"Greensboro city, North Carolina",2018,March,4.4
"Greensboro city, North Carolina",2018,February,4.7
"Greensboro city, North Carolina",2018,January,4.8
"Greenville city, North Carolina",2018,May,4.6
"Greenville city, North Carolina",2018,April,4.1
"Greenville city, North Carolina",2018,March,4.4
"Greenville city, North Carolina",2018,February,4.8
"Greenville city, North Carolina",2018,January,4.7
"Hickory city, North Carolina",2018,May,3.5
"Hickory city, North Carolina",2018,April,3.3
"Hickory city, North Carolina",2018,March,3.9
"Hickory city, North Carolina",2018,February,4.1
"Hickory city, North Carolina",2018,January,4.3
"High Point city, North Carolina",2018,May,4.3
"High Point city, North Carolina",2018,April,4.0
"High Point city, North Carolina",2018,March,4.4
